period;cc_id;item_id;amount_plan
2025-10;5;18;121900
2025-10;5;20;526300
2025-10;5;21;533500
2025-10;5;23;547800
2025-10;5;24;554900
2025-10;6;1;100000
2025-10;6;2;101700
2025-10;6;4;105200
2025-10;6;5;106900
2025-10;6;7;110300
2025-10;6;8;112000
2025-10;6;10;115400
2025-10;6;11;117100
2025-10;6;13;120500
2025-10;6;14;122200
2025-10;6;16;125700
2025-10;6;17;127400
2025-10;6;19;549300
2025-10;6;20;556500
2025-10;6;22;570800
2025-10;6;23;578000
2025-10;6;25;592300
2025-10;7;1;108100
2025-10;7;3;111600
2025-10;7;4;113300
2025-10;7;6;116800
2025-10;7;7;118500
2025-10;7;9;122000
2025-10;7;10;123700
2025-10;7;12;127200
2025-10;7;13;128900
2025-10;7;15;132300
2025-10;7;16;134100
2025-10;7;18;137500
2025-10;7;19;584900
2025-10;7;21;599400
2025-10;7;22;606700
2025-10;7;24;621200
2025-10;7;25;628500
2025-10;8;2;119000
2025-10;8;3;120800
2025-10;8;5;124300
2025-10;8;6;126100
2025-10;8;8;129600
2025-10;8;9;131400
2025-10;8;11;134900
2025-10;8;12;136700
2025-10;8;14;140200
2025-10;8;15;142000
2025-10;8;17;145500
2025-10;8;18;147300
2025-10;8;20;633300
2025-10;8;21;640700
2025-10;8;23;655500
2025-10;8;24;662900
2025-10;9;1;127300
2025-10;9;2;129100
2025-10;9;4;132800
2025-10;9;5;134600
2025-10;9;7;138200
2025-10;9;8;140000
2025-10;9;10;143600
2025-10;9;11;145400
2025-10;9;13;149000
2025-10;9;14;150900
2025-10;9;16;154500
2025-10;9;17;156300
2025-10;9;19;671600
2025-10;9;20;679200
2025-10;9;22;694300
2025-10;9;23;701900
2025-10;9;25;717100
2025-10;10;1;138100
2025-10;10;3;141800
2025-10;10;4;143700
2025-10;10;6;147400
2025-10;10;7;149200
2025-10;10;9;153000
2025-10;10;10;154800
2025-10;10;12;158500
2025-10;10;13;160400
2025-10;10;15;164100
2025-10;10;16;166000
2025-10;10;18;169700
2025-10;10;19;720400
2025-10;10;21;736000
2025-10;10;22;743900
2025-10;10;24;759500
2025-10;10;25;767300
2025-10;11;2;151100
2025-10;11;3;153000
2025-10;11;5;156800
2025-10;11;6;158700
2025-10;11;8;162500
2025-10;11;9;164400
2025-10;11;11;168200
2025-10;11;12;170100
2025-10;11;14;174000
2025-10;11;15;175900
2025-10;11;17;179700
2025-10;11;18;181600
2025-10;11;20;778600
2025-10;11;21;786600
2025-10;11;23;802600
2025-10;11;24;810600
2025-10;12;1;160100
2025-10;12;2;162100
2025-10;12;4;166000
2025-10;12;5;167900
2025-10;12;7;171800
2025-10;12;8;173800
2025-10;12;10;177700
2025-10;12;11;179600
2025-10;12;13;183500
2025-10;12;14;185500
2025-10;12;16;189400
2025-10;12;17;191300
2025-10;12;19;819800
2025-10;12;20;828000
2025-10;12;22;844400
2025-10;12;23;852500
2025-10;12;25;868900
2025-10;13;1;170500
2025-10;13;3;174500
2025-10;13;4;176500
2025-10;13;6;180400
2025-10;13;7;182400
2025-10;13;9;186300
2025-10;13;10;188300
2025-10;13;12;192300
2025-10;13;13;194300
2025-10;13;15;198200
2025-10;13;16;200200
2025-10;13;18;204100
2025-10;13;19;865700
2025-10;13;21;882400
2025-10;13;22;890700
2025-10;13;24;907300
2025-10;13;25;915600
2025-10;14;2;181900
2025-10;14;3;183800
2025-10;14;5;187800
2025-10;14;6;189800
2025-10;14;8;193800
2025-10;14;9;195800
2025-10;14;11;199800
2025-10;14;12;201800
2025-10;14;14;205800
2025-10;14;15;207800
2025-10;14;17;211800
2025-10;14;18;213800
2025-10;14;20;914600
2025-10;14;21;923000
2025-10;14;23;939800
2025-10;14;24;948200
2025-10;15;1;187800
2025-10;15;2;189800
2025-10;15;4;193800
2025-10;15;5;195800
2025-10;15;7;199800
2025-10;15;8;201800
2025-10;15;10;205800
2025-10;15;11;207800
2025-10;15;13;211800
2025-10;15;14;213800
2025-10;15;16;217800
2025-10;15;17;219800
2025-10;15;19;939800
2025-10;15;20;948200
2025-10;15;22;965000
2025-10;15;23;973300
2025-10;15;25;990100
2025-11;1;2;73000
2025-11;1;3;74700
2025-11;1;5;78300
2025-11;1;6;80100
2025-11;1;8;83600
2025-11;1;9;85400
2025-11;1;11;88900
2025-11;1;12;90700
2025-11;1;14;94300
2025-11;1;15;96000
2025-11;1;17;99600
2025-11;1;18;101400
2025-11;1;20;440700
2025-11;1;21;448100
2025-11;1;23;463000
2025-11;1;24;470500
2025-11;2;1;76500
2025-11;2;2;78300
2025-11;2;4;81700
2025-11;2;5;83500
2025-11;2;7;86900
2025-11;2;8;88700
2025-11;2;10;92200
2025-11;2;11;93900
2025-11;2;13;97400
2025-11;2;14;99100
2025-11;2;16;102600
2025-11;2;17;104300
2025-11;2;19;452800
2025-11;2;20;460100
2025-11;2;22;474700
2025-11;2;23;482000
2025-11;2;25;496600
2025-11;3;1;82200
2025-11;3;3;85600
2025-11;3;4;87300
2025-11;3;6;90700
2025-11;3;7;92400
2025-11;3;9;95900
2025-11;3;10;97600
2025-11;3;12;101000
2025-11;3;13;102700
2025-11;3;15;106100
2025-11;3;16;107800
2025-11;3;18;111300
2025-11;3;19;474500
2025-11;3;21;488900
2025-11;3;22;496100
2025-11;3;24;510500
2025-11;3;25;517700
2025-11;4;2;90100
2025-11;4;3;91800
2025-11;4;5;95200
2025-11;4;6;96900
2025-11;4;8;100300
2025-11;4;9;102000
2025-11;4;11;105400
2025-11;4;12;107100
2025-11;4;14;110500
2025-11;4;15;112200
2025-11;4;17;115600
2025-11;4;18;117300
2025-11;4;20;507000
2025-11;4;21;514200
2025-11;4;23;528500
2025-11;4;24;535600
2025-11;5;1;95400
2025-11;5;2;97100
2025-11;5;4;100500
2025-11;5;5;102300
2025-11;5;7;105700
2025-11;5;8;107400
2025-11;5;10;110800
2025-11;5;11;112500
2025-11;5;13;115900
2025-11;5;14;117600
2025-11;5;16;121000
2025-11;5;17;122800
2025-11;5;19;529900
2025-11;5;20;537100
2025-11;5;22;551400
2025-11;5;23;558600
2025-11;5;25;572900
2025-11;6;1;103500
2025-11;6;3;106900
2025-11;6;4;108600
2025-11;6;6;112100
2025-11;6;7;113800
2025-11;6;9;117300
2025-11;6;10;119000
2025-11;6;12;122500
2025-11;6;13;124200
2025-11;6;15;127700
2025-11;6;16;129400
2025-11;6;18;132900
2025-11;6;19;565300
2025-11;6;21;579800
2025-11;6;22;587000
2025-11;6;24;601600
2025-11;6;25;608800
2025-11;7;2;114300
2025-11;7;3;116000
2025-11;7;5;119600
2025-11;7;6;121300
2025-11;7;8;124800
2025-11;7;9;126600
2025-11;7;11;130100
2025-11;7;12;131900
2025-11;7;14;135400
2025-11;7;15;137200
2025-11;7;17;140700
2025-11;7;18;142500
2025-11;7;20;613300
2025-11;7;21;620700
2025-11;7;23;635500
2025-11;7;24;642900
2025-11;8;1;122500
2025-11;8;2;124300
2025-11;8;4;127900
2025-11;8;5;129700
2025-11;8;7;133300
2025-11;8;8;135100
2025-11;8;10;138700
2025-11;8;11;140500
2025-11;8;13;144200
2025-11;8;14;146000
2025-11;8;16;149600
2025-11;8;17;151400
2025-11;8;19;651000
2025-11;8;20;658600
2025-11;8;22;673800
2025-11;8;23;681400
2025-11;8;25;696600
2025-11;9;1;133100
2025-11;9;3;136800
2025-11;9;4;138700
2025-11;9;6;142400
2025-11;9;7;144200
2025-11;9;9;147900
2025-11;9;10;149800
2025-11;9;12;153500
2025-11;9;13;155400
2025-11;9;15;159100
2025-11;9;16;160900
2025-11;9;18;164700
2025-11;9;19;699400
2025-11;9;21;715000
2025-11;9;22;722800
2025-11;9;24;738400
2025-11;9;25;746200
2025-11;10;2;145900
2025-11;10;3;147800
2025-11;10;5;151700
2025-11;10;6;153600
2025-11;10;8;157400
2025-11;10;9;159300
2025-11;10;11;163100
2025-11;10;12;165000
2025-11;10;14;168800
2025-11;10;15;170700
2025-11;10;17;174500
2025-11;10;18;176400
2025-11;10;20;757000
2025-11;10;21;765000
2025-11;10;23;781000
2025-11;10;24;789000
2025-11;11;1;154900
2025-11;11;2;156800
2025-11;11;4;160700
2025-11;11;5;162700
2025-11;11;7;166600
2025-11;11;8;168500
2025-11;11;10;172400
2025-11;11;11;174400
2025-11;11;13;178300
2025-11;11;14;180200
2025-11;11;16;184100
2025-11;11;17;186000
2025-11;11;19;797700
2025-11;11;20;805900
2025-11;11;22;822300
2025-11;11;23;830400
2025-11;11;25;846800
2025-11;12;1;165200
2025-11;12;3;169100
2025-11;12;4;171100
2025-11;12;6;175100
2025-11;12;7;177000
2025-11;12;9;181000
2025-11;12;10;183000
2025-11;12;12;186900
2025-11;12;13;188900
2025-11;12;15;192900
2025-11;12;16;194800
2025-11;12;18;198800
2025-11;12;19;843300
2025-11;12;21;859900
2025-11;12;22;868200
2025-11;12;24;884800
2025-11;12;25;893100
2025-11;13;2;176500
2025-11;13;3;178500
2025-11;13;5;182400
2025-11;13;6;184400
2025-11;13;8;188400
2025-11;13;9;190400
2025-11;13;11;194400
2025-11;13;12;196400
2025-11;13;14;200400
2025-11;13;15;202400
2025-11;13;17;206400
2025-11;13;18;208400
2025-11;13;20;892000
2025-11;13;21;900400
2025-11;13;23;917100
2025-11;13;24;925500
2025-11;14;1;182400
2025-11;14;2;184400
2025-11;14;4;188400
2025-11;14;5;190400
2025-11;14;7;194400
2025-11;14;8;196400
2025-11;14;10;200400
2025-11;14;11;202400
2025-11;14;13;206400
2025-11;14;14;208400
2025-11;14;16;212400
2025-11;14;17;214400
2025-11;14;19;917100
2025-11;14;20;925500
2025-11;14;22;942300
2025-11;14;23;950700
2025-11;14;25;967400
2025-11;15;1;188900
2025-11;15;3;192800
2025-11;15;4;194800
2025-11;15;6;198800
2025-11;15;7;200800
2025-11;15;9;204700
2025-11;15;10;206700
2025-11;15;12;210700
2025-11;15;13;212600
2025-11;15;15;216600
2025-11;15;16;218600
2025-11;15;18;222600
2025-11;15;19;943000
2025-11;15;21;959700
2025-11;15;22;968000
2025-11;15;24;984600
2025-11;15;25;993000
2025-12;1;1;71800
2025-12;1;2;73600
2025-12;1;4;77000
2025-12;1;5;78800
2025-12;1;7;82200
2025-12;1;8;84000
2025-12;1;10;87500
2025-12;1;11;89200
2025-12;1;13;92700
2025-12;1;14;94400
2025-12;1;16;97900
2025-12;1;17;99600
2025-12;1;19;433000
2025-12;1;20;440300
2025-12;1;22;454900
2025-12;1;23;462200
2025-12;1;25;476800
2025-12;2;1;77500
2025-12;2;3;81000
2025-12;2;4;82700
2025-12;2;6;86100
2025-12;2;7;87800
2025-12;2;9;91200
2025-12;2;10;92900
2025-12;2;12;96400
2025-12;2;13;98100
2025-12;2;15;101500
2025-12;2;16;103200
2025-12;2;18;106600
2025-12;2;19;455100
2025-12;2;21;469500
2025-12;2;22;476700
2025-12;2;24;491000
2025-12;2;25;498200
2025-12;3;2;85500
2025-12;3;3;87200
2025-12;3;5;90600
2025-12;3;6;92300
2025-12;3;8;95700
2025-12;3;9;97400
2025-12;3;11;100800
2025-12;3;12;102500
2025-12;3;14;105900
2025-12;3;15;107600
2025-12;3;17;111000
2025-12;3;18;112700
2025-12;3;20;487700
2025-12;3;21;494800
2025-12;3;23;509100
2025-12;3;24;516300
2025-12;4;1;90800
2025-12;4;2;92500
2025-12;4;4;95900
2025-12;4;5;97600
2025-12;4;7;101100
2025-12;4;8;102800
2025-12;4;10;106200
2025-12;4;11;107900
2025-12;4;13;111300
2025-12;4;14;113000
2025-12;4;16;116400
2025-12;4;17;118100
2025-12;4;19;510500
2025-12;4;20;517700
2025-12;4;22;532000
2025-12;4;23;539200
2025-12;4;25;553600
2025-12;5;1;98800
2025-12;5;3;102200
2025-12;5;4;104000
2025-12;5;6;107400
2025-12;5;7;109200
2025-12;5;9;112600
2025-12;5;10;114300
2025-12;5;12;117800
2025-12;5;13;119500
2025-12;5;15;123000
2025-12;5;16;124700
2025-12;5;18;128200
2025-12;5;19;545600
2025-12;5;21;560100
2025-12;5;22;567400
2025-12;5;24;581900
2025-12;5;25;589200
2025-12;6;2;109500
2025-12;6;3;111300
2025-12;6;5;114800
2025-12;6;6;116500
2025-12;6;8;120100
2025-12;6;9;121800
2025-12;6;11;125400
2025-12;6;12;127100
2025-12;6;14;130700
2025-12;6;15;132400
2025-12;6;17;136000
2025-12;6;18;137700
2025-12;6;20;593200
2025-12;6;21;600700
2025-12;6;23;615500
2025-12;6;24;622900
2025-12;7;1;117600
2025-12;7;2;119400
2025-12;7;4;123000
2025-12;7;5;124800
2025-12;7;7;128400
2025-12;7;8;130200
2025-12;7;10;133800
2025-12;7;11;135600
2025-12;7;13;139300
2025-12;7;14;141100
2025-12;7;16;144700
2025-12;7;17;146500
2025-12;7;19;630500
2025-12;7;20;638100
2025-12;7;22;653300
2025-12;7;23;660900
2025-12;7;25;676100
2025-12;8;1;128100
2025-12;8;3;131800
2025-12;8;4;133600
2025-12;8;6;137300
2025-12;8;7;139200
2025-12;8;9;142900
2025-12;8;10;144800
2025-12;8;12;148500
2025-12;8;13;150400
2025-12;8;15;154100
2025-12;8;16;155900
2025-12;8;18;159600
2025-12;8;19;678300
2025-12;8;21;693900
2025-12;8;22;701700
2025-12;8;24;717300
2025-12;8;25;725100
2025-12;9;2;140800
2025-12;9;3;142700
2025-12;9;5;146500
2025-12;9;6;148400
2025-12;9;8;152200
2025-12;9;9;154100
2025-12;9;11;157900
2025-12;9;12;159800
2025-12;9;14;163700
2025-12;9;15;165600
2025-12;9;17;169400
2025-12;9;18;171300
2025-12;9;20;735400
2025-12;9;21;743400
2025-12;9;23;759400
2025-12;9;24;767400
2025-12;10;1;149600
2025-12;10;2;151600
2025-12;10;4;155500
2025-12;10;5;157400
2025-12;10;7;161300
2025-12;10;8;163300
2025-12;10;10;167100
2025-12;10;11;169100
2025-12;10;13;173000
2025-12;10;14;174900
2025-12;10;16;178800
2025-12;10;17;180800
2025-12;10;19;775600
2025-12;10;20;783800
2025-12;10;22;800200
2025-12;10;23;808300
2025-12;10;25;824700
2025-12;11;1;159800
2025-12;11;3;163800
2025-12;11;4;165800
2025-12;11;6;169700
2025-12;11;7;171700
2025-12;11;9;175600
2025-12;11;10;177600
2025-12;11;12;181600
2025-12;11;13;183600
2025-12;11;15;187500
2025-12;11;16;189500
2025-12;11;18;193500
2025-12;11;19;820800
2025-12;11;21;837400
2025-12;11;22;845700
2025-12;11;24;862400
2025-12;11;25;870700
2025-12;12;2;171100
2025-12;12;3;173100
2025-12;12;5;177100
2025-12;12;6;179000
2025-12;12;8;183000
2025-12;12;9;185000
2025-12;12;11;189000
2025-12;12;12;191000
2025-12;12;14;195000
2025-12;12;15;197000
2025-12;12;17;201000
2025-12;12;18;203000
2025-12;12;20;869300
2025-12;12;21;877700
2025-12;12;23;894500
2025-12;12;24;902900
2025-12;13;1;177000
2025-12;13;2;179000
2025-12;13;4;183000
2025-12;13;5;185000
2025-12;13;7;189000
2025-12;13;8;191000
2025-12;13;10;195000
2025-12;13;11;197000
2025-12;13;13;201000
2025-12;13;14;203000
2025-12;13;16;207000
2025-12;13;17;209000
2025-12;13;19;894500
2025-12;13;20;902900
2025-12;13;22;919600
2025-12;13;23;928000
2025-12;13;25;944800
2025-12;14;1;183500
2025-12;14;3;187500
2025-12;14;4;189500
2025-12;14;6;193400
2025-12;14;7;195400
2025-12;14;9;199400
2025-12;14;10;201300
2025-12;14;12;205300
2025-12;14;13;207300
2025-12;14;15;211300
2025-12;14;16;213200
2025-12;14;18;217200
2025-12;14;19;920500
2025-12;14;21;937200
2025-12;14;22;945500
2025-12;14;24;962200
2025-12;14;25;970500
2025-12;15;2;190400
2025-12;15;3;192400
2025-12;15;5;196300
2025-12;15;6;198200
2025-12;15;8;202100
2025-12;15;9;204100
2025-12;15;11;208000
2025-12;15;12;209900
2025-12;15;14;213800
2025-12;15;15;215800
2025-12;15;17;219700
2025-12;15;18;221700
2025-12;15;20;947400
2025-12;15;21;955500
2025-12;15;23;971900
2025-12;15;24;980100
2026-01;1;1;47300
2026-01;1;3;50800
2026-01;1;4;52500
2026-01;1;6;55900
2026-01;1;7;57600
2026-01;1;9;61000
2026-01;1;10;62800
2026-01;1;12;66200
2026-01;1;13;67900
2026-01;1;15;71300
2026-01;1;16;73000
2026-01;1;18;76500
2026-01;1;19;328300
2026-01;1;21;342700
2026-01;1;22;349900
2026-01;1;24;364300
2026-01;1;25;371500
2026-01;2;2;55500
2026-01;2;3;57200
2026-01;2;5;60600
2026-01;2;6;62300
2026-01;2;8;65700
2026-01;2;9;67400
2026-01;2;11;70800
2026-01;2;12;72500
2026-01;2;14;75900
2026-01;2;15;77600
2026-01;2;17;81000
2026-01;2;18;82700
2026-01;2;20;361700
2026-01;2;21;368900
2026-01;2;23;383200
2026-01;2;24;390300
2026-01;3;1;60700
2026-01;3;2;62400
2026-01;3;4;65800
2026-01;3;5;67500
2026-01;3;7;71000
2026-01;3;8;72700
2026-01;3;10;76100
2026-01;3;11;77800
2026-01;3;13;81200
2026-01;3;14;82900
2026-01;3;16;86300
2026-01;3;17;88000
2026-01;3;19;384100
2026-01;3;20;391300
2026-01;3;22;405600
2026-01;3;23;412800
2026-01;3;25;427100
2026-01;4;1;68300
2026-01;4;3;71800
2026-01;4;4;73500
2026-01;4;6;76900
2026-01;4;7;78700
2026-01;4;9;82100
2026-01;4;10;83900
2026-01;4;12;87300
2026-01;4;13;89100
2026-01;4;15;92500
2026-01;4;16;94200
2026-01;4;18;97700
2026-01;4;19;417600
2026-01;4;21;432100
2026-01;4;22;439400
2026-01;4;24;453900
2026-01;4;25;461200
2026-01;5;2;78400
2026-01;5;3;80200
2026-01;5;5;83700
2026-01;5;6;85500
2026-01;5;8;89000
2026-01;5;9;90700
2026-01;5;11;94300
2026-01;5;12;96000
2026-01;5;14;99600
2026-01;5;15;101300
2026-01;5;17;104900
2026-01;5;18;106600
2026-01;5;20;462700
2026-01;5;21;470100
2026-01;5;23;484900
2026-01;5;24;492300
2026-01;6;1;85700
2026-01;6;2;87500
2026-01;6;4;91100
2026-01;6;5;92900
2026-01;6;7;96500
2026-01;6;8;98400
2026-01;6;10;102000
2026-01;6;11;103800
2026-01;6;13;107400
2026-01;6;14;109200
2026-01;6;16;112800
2026-01;6;17;114600
2026-01;6;19;496600
2026-01;6;20;504200
2026-01;6;22;519400
2026-01;6;23;527000
2026-01;6;25;542200
2026-01;7;1;95300
2026-01;7;3;99000
2026-01;7;4;100900
2026-01;7;6;104600
2026-01;7;7;106500
2026-01;7;9;110200
2026-01;7;10;112000
2026-01;7;12;115800
2026-01;7;13;117600
2026-01;7;15;121300
2026-01;7;16;123200
2026-01;7;18;126900
2026-01;7;19;540800
2026-01;7;21;556400
2026-01;7;22;564200
2026-01;7;24;579800
2026-01;7;25;587600
2026-01;8;2;107200
2026-01;8;3;109100
2026-01;8;5;112900
2026-01;8;6;114800
2026-01;8;8;118600
2026-01;8;9;120600
2026-01;8;11;124400
2026-01;8;12;126300
2026-01;8;14;130100
2026-01;8;15;132000
2026-01;8;17;135800
2026-01;8;18;137700
2026-01;8;20;594400
2026-01;8;21;602400
2026-01;8;23;618400
2026-01;8;24;626400
2026-01;9;1;115300
2026-01;9;2;117300
2026-01;9;4;121100
2026-01;9;5;123100
2026-01;9;7;127000
2026-01;9;8;128900
2026-01;9;10;132800
2026-01;9;11;134800
2026-01;9;13;138700
2026-01;9;14;140600
2026-01;9;16;144500
2026-01;9;17;146500
2026-01;9;19;631500
2026-01;9;20;639700
2026-01;9;22;656000
2026-01;9;23;664200
2026-01;9;25;680600
2026-01;10;1;125000
2026-01;10;3;128900
2026-01;10;4;130900
2026-01;10;6;134900
2026-01;10;7;136800
2026-01;10;9;140800
2026-01;10;10;142800
2026-01;10;12;146700
2026-01;10;13;148700
2026-01;10;15;152700
2026-01;10;16;154600
2026-01;10;18;158600
2026-01;10;19;674400
2026-01;10;21;691000
2026-01;10;22;699300
2026-01;10;24;715900
2026-01;10;25;724300
2026-01;11;2;135900
2026-01;11;3;137900
2026-01;11;5;141900
2026-01;11;6;143900
2026-01;11;8;147900
2026-01;11;9;149900
2026-01;11;11;153900
2026-01;11;12;155900
2026-01;11;14;159800
2026-01;11;15;161800
2026-01;11;17;165800
2026-01;11;18;167800
2026-01;11;20;721600
2026-01;11;21;730000
2026-01;11;23;746800
2026-01;11;24;755200
2026-01;12;1;141900
2026-01;12;2;143900
2026-01;12;4;147800
2026-01;12;5;149800
2026-01;12;7;153800
2026-01;12;8;155800
2026-01;12;10;159800
2026-01;12;11;161800
2026-01;12;13;165800
2026-01;12;14;167800
2026-01;12;16;171800
2026-01;12;17;173800
2026-01;12;19;746700
2026-01;12;20;755100
2026-01;12;22;771900
2026-01;12;23;780300
2026-01;12;25;797000
2026-01;13;1;148600
2026-01;13;3;152600
2026-01;13;4;154500
2026-01;13;6;158500
2026-01;13;7;160500
2026-01;13;9;164400
2026-01;13;10;166400
2026-01;13;12;170400
2026-01;13;13;172400
2026-01;13;15;176300
2026-01;13;16;178300
2026-01;13;18;182300
2026-01;13;19;773900
2026-01;13;21;790500
2026-01;13;22;798900
2026-01;13;24;815500
2026-01;13;25;823800
2026-01;14;2;156000
2026-01;14;3;158000
2026-01;14;5;161900
2026-01;14;6;163800
2026-01;14;8;167700
2026-01;14;9;169700
2026-01;14;11;173600
2026-01;14;12;175600
2026-01;14;14;179500
2026-01;14;15;181400
2026-01;14;17;185300
2026-01;14;18;187300
2026-01;14;20;802900
2026-01;14;21;811100
2026-01;14;23;827500
2026-01;14;24;835700
2026-01;15;1;158400
2026-01;15;2;160300
2026-01;15;4;164100
2026-01;15;5;166000
2026-01;15;7;169900
2026-01;15;8;171800
2026-01;15;10;175600
2026-01;15;11;177500
2026-01;15;13;181300
2026-01;15;14;183200
2026-01;15;16;187100
2026-01;15;17;189000
2026-01;15;19;809800
2026-01;15;20;817800
2026-01;15;22;833900
2026-01;15;23;841900
2026-01;15;25;857900
2026-02;1;2;50900
2026-02;1;3;52600
2026-02;1;5;56000
2026-02;1;6;57700
2026-02;1;8;61100
2026-02;1;9;62800
2026-02;1;11;66200
2026-02;1;12;67900
2026-02;1;14;71300
2026-02;1;15;73000
2026-02;1;17;76400
2026-02;1;18;78100
2026-02;1;20;342400
2026-02;1;21;349500
2026-02;1;23;363800
2026-02;1;24;371000
2026-02;2;1;56100
2026-02;2;2;57800
2026-02;2;4;61200
2026-02;2;5;62900
2026-02;2;7;66300
2026-02;2;8;68000
2026-02;2;10;71500
2026-02;2;11;73200
2026-02;2;13;76600
2026-02;2;14;78300
2026-02;2;16;81700
2026-02;2;17;83400
2026-02;2;19;364700
2026-02;2;20;371900
2026-02;2;22;386200
2026-02;2;23;393400
2026-02;2;25;407800
2026-02;3;1;63600
2026-02;3;3;67100
2026-02;3;4;68800
2026-02;3;6;72300
2026-02;3;7;74000
2026-02;3;9;77500
2026-02;3;10;79200
2026-02;3;12;82600
2026-02;3;13;84400
2026-02;3;15;87800
2026-02;3;16;89600
2026-02;3;18;93000
2026-02;3;19;398000
2026-02;3;21;412500
2026-02;3;22;419800
2026-02;3;24;434300
2026-02;3;25;441600
2026-02;4;2;73600
2026-02;4;3;75400
2026-02;4;5;78900
2026-02;4;6;80700
2026-02;4;8;84200
2026-02;4;9;86000
2026-02;4;11;89500
2026-02;4;12;91300
2026-02;4;14;94800
2026-02;4;15;96600
2026-02;4;17;100100
2026-02;4;18;101900
2026-02;4;20;442600
2026-02;4;21;450000
2026-02;4;23;464900
2026-02;4;24;472300
2026-02;5;1;80800
2026-02;5;2;82600
2026-02;5;4;86200
2026-02;5;5;88000
2026-02;5;7;91700
2026-02;5;8;93500
2026-02;5;10;97100
2026-02;5;11;98900
2026-02;5;13;102500
2026-02;5;14;104300
2026-02;5;16;107900
2026-02;5;17;109700
2026-02;5;19;476100
2026-02;5;20;483700
2026-02;5;22;498900
2026-02;5;23;506500
2026-02;5;25;521700
2026-02;6;1;90300
2026-02;6;3;94000
2026-02;6;4;95900
2026-02;6;6;99600
2026-02;6;7;101500
2026-02;6;9;105200
2026-02;6;10;107000
2026-02;6;12;110700
2026-02;6;13;112600
2026-02;6;15;116300
2026-02;6;16;118200
2026-02;6;18;121900
2026-02;6;19;519700
2026-02;6;21;535300
2026-02;6;22;543100
2026-02;6;24;558700
2026-02;6;25;566500
2026-02;7;2;102100
2026-02;7;3;104000
2026-02;7;5;107800
2026-02;7;6;109700
2026-02;7;8;113500
2026-02;7;9;115400
2026-02;7;11;119200
2026-02;7;12;121100
2026-02;7;14;124900
2026-02;7;15;126800
2026-02;7;17;130600
2026-02;7;18;132600
2026-02;7;20;572700
2026-02;7;21;580700
2026-02;7;23;596700
2026-02;7;24;604700
2026-02;8;1;110000
2026-02;8;2;112000
2026-02;8;4;115900
2026-02;8;5;117800
2026-02;8;7;121700
2026-02;8;8;123700
2026-02;8;10;127600
2026-02;8;11;129500
2026-02;8;13;133400
2026-02;8;14;135400
2026-02;8;16;139300
2026-02;8;17;141200
2026-02;8;19;609400
2026-02;8;20;617600
2026-02;8;22;633900
2026-02;8;23;642100
2026-02;8;25;658500
2026-02;9;1;119600
2026-02;9;3;123600
2026-02;9;4;125500
2026-02;9;6;129500
2026-02;9;7;131500
2026-02;9;9;135400
2026-02;9;10;137400
2026-02;9;12;141400
2026-02;9;13;143400
2026-02;9;15;147300
2026-02;9;16;149300
2026-02;9;18;153200
2026-02;9;19;651900
2026-02;9;21;668600
2026-02;9;22;676900
2026-02;9;24;693500
2026-02;9;25;701800
2026-02;10;2;130500
2026-02;10;3;132500
2026-02;10;5;136500
2026-02;10;6;138500
2026-02;10;8;142500
2026-02;10;9;144500
2026-02;10;11;148500
2026-02;10;12;150500
2026-02;10;14;154500
2026-02;10;15;156500
2026-02;10;17;160400
2026-02;10;18;162400
2026-02;10;20;699000
2026-02;10;21;707400
2026-02;10;23;724100
2026-02;10;24;732500
2026-02;11;1;136500
2026-02;11;2;138500
2026-02;11;4;142400
2026-02;11;5;144400
2026-02;11;7;148400
2026-02;11;8;150400
2026-02;11;10;154400
2026-02;11;11;156400
2026-02;11;13;160400
2026-02;11;14;162400
2026-02;11;16;166400
2026-02;11;17;168400
2026-02;11;19;724100
2026-02;11;20;732400
2026-02;11;22;749200
2026-02;11;23;757600
2026-02;11;25;774400
2026-02;12;1;143200
2026-02;12;3;147200
2026-02;12;4;149200
2026-02;12;6;153200
2026-02;12;7;155100
2026-02;12;9;159100
2026-02;12;10;161100
2026-02;12;12;165000
2026-02;12;13;167000
2026-02;12;15;171000
2026-02;12;16;173000
2026-02;12;18;176900
2026-02;12;19;751400
2026-02;12;21;768100
2026-02;12;22;776400
2026-02;12;24;793000
2026-02;12;25;801300
2026-02;13;2;150800
2026-02;13;3;152700
2026-02;13;5;156600
2026-02;13;6;158600
2026-02;13;8;162500
2026-02;13;9;164400
2026-02;13;11;168300
2026-02;13;12;170300
2026-02;13;14;174200
2026-02;13;15;176100
2026-02;13;17;180000
2026-02;13;18;182000
2026-02;13;20;780700
2026-02;13;21;788900
2026-02;13;23;805300
2026-02;13;24;813500
2026-02;14;1;153200
2026-02;14;2;155200
2026-02;14;4;159000
2026-02;14;5;160900
2026-02;14;7;164700
2026-02;14;8;166600
2026-02;14;10;170400
2026-02;14;11;172400
2026-02;14;13;176200
2026-02;14;14;178100
2026-02;14;16;181900
2026-02;14;17;183800
2026-02;14;19;788100
2026-02;14;20;796100
2026-02;14;22;812200
2026-02;14;23;820200
2026-02;14;25;836200
2026-02;15;1;156800
2026-02;15;3;160500
2026-02;15;4;162400
2026-02;15;6;166100
2026-02;15;7;168000
2026-02;15;9;171700
2026-02;15;10;173600
2026-02;15;12;177300
2026-02;15;13;179100
2026-02;15;15;182900
