period;cc_id;item_id;amount_fact
2025-11;2;25;625700
2025-11;3;1;76400
2025-11;3;3;85200
2025-11;3;4;89000
2025-11;3;7;110000
2025-11;3;9;82500
2025-11;3;10;87400
2025-11;3;12;98000
2025-11;3;13;102200
2025-11;3;15;110900
2025-11;3;16;120700
2025-11;3;18;140200
2025-11;3;19;408100
2025-11;3;21;454700
2025-11;3;22;481200
2025-11;3;24;520700
2025-11;4;2;77500
2025-11;4;3;82200
2025-11;4;6;96400
2025-11;4;8;104800
2025-11;4;9;114200
2025-11;4;11;132800
2025-11;4;12;92100
2025-11;4;14;102800
2025-11;4;15;108800
2025-11;4;17;117900
2025-11;4;18;122600
2025-11;4;20;603300
2025-11;4;21;647900
2025-11;4;23;473000
2025-11;5;1;99700
2025-11;5;2;108800
2025-11;5;5;88000
2025-11;5;7;98300
2025-11;5;8;104200
2025-11;5;10;113000
2025-11;5;11;117600
2025-11;5;13;137900
2025-11;5;14;148200
2025-11;5;16;108300
2025-11;5;17;114200
2025-11;5;19;527300
2025-11;5;20;547800
2025-11;5;22;617600
2025-11;5;25;492700
2025-11;6;1;100400
2025-11;6;4;113500
2025-11;6;6;133400
2025-11;6;7;143400
2025-11;6;9;105000
2025-11;6;10;110700
2025-11;6;12;121900
2025-11;6;13;126700
2025-11;6;15;143000
2025-11;6;16;154000
2025-11;6;18;114300
2025-11;6;19;505900
2025-11;6;21;562400
2025-11;6;24;628700
2025-11;6;25;681900
2025-11;7;3;107900
2025-11;7;5;119000
2025-11;7;6;123700
2025-11;7;8;139800
2025-11;7;9;150700
2025-11;7;11;111900
2025-11;7;12;118100
2025-11;7;14;131300
2025-11;7;15;136500
2025-11;7;17;147000
2025-11;7;18;159600
2025-11;7;20;907700
2025-11;7;23;730800
2025-11;7;24;765100
2025-11;8;2;147900
2025-11;8;4;110000
2025-11;8;5;116100
2025-11;8;7;129300
2025-11;8;8;134400
2025-11;8;10;144900
2025-11;8;11;157400
2025-11;8;13;181700
2025-11;8;14;125600
2025-11;8;16;139100
2025-11;8;17;146900
2025-11;8;19;664000
2025-11;8;22;801800
2025-11;8;23;858600
2025-11;8;25;623500
2025-11;9;1;132400
2025-11;9;3;143000
2025-11;9;4;155300
2025-11;9;6;179400
2025-11;9;7;124000
2025-11;9;9;137500
2025-11;9;10;145300
2025-11;9;12;156600
2025-11;9;13;162400
2025-11;9;15;189300
2025-11;9;16;202700
2025-11;9;18;147400
2025-11;9;21;711400
2025-11;9;22;737300
2025-11;9;24;827000
2025-11;9;25;888000
2025-11;10;2;135700
2025-11;10;3;143400
2025-11;10;5;154700
2025-11;10;6;160500
2025-11;10;8;187300
2025-11;10;9;200700
2025-11;10;11;146000
2025-11;10;12;153500
2025-11;10;14;168000
2025-11;10;15;174100
2025-11;10;17;195400
2025-11;10;20;651000
2025-11;10;21;684700
2025-11;10;23;757600
2025-11;10;24;785100
2025-11;11;1;184300
2025-11;11;2;197600
2025-11;11;4;143800
2025-11;11;5;151300
2025-11;11;7;165800
2025-11;11;8;171900
2025-11;11;10;193100
2025-11;11;11;207500
2025-11;11;13;153300
2025-11;11;14;161300
2025-11;11;16;178600
2025-11;11;19;833600
2025-11;11;20;902600
2025-11;11;22;1036100
2025-11;11;23;714100
2025-11;11;25;787500
2025-11;12;1;168500
2025-11;12;3;189400
2025-11;12;4;203600
2025-11;12;6;150600
2025-11;12;7;158400
2025-11;12;9;175600
2025-11;12;10;182100
2025-11;12;12;195300
2025-11;12;13;211600
2025-11;12;15;243100
2025-11;12;18;184900
2025-11;12;19;818000
2025-11;12;21;877100
2025-11;12;22;907300
2025-11;12;24;1052900
2025-11;12;25;1125300
2025-11;13;2;171200
2025-11;13;3;177600
2025-11;13;5;190600
2025-11;13;6;206500
2025-11;13;8;237400
2025-11;13;9;163700
2025-11;13;11;180800
2025-11;13;12;190500
2025-11;13;14;204400
2025-11;13;17;245600
2025-11;13;18;262600
2025-11;13;20;798300
2025-11;13;21;837400
2025-11;13;23;912500
2025-11;13;24;944000
2025-11;14;1;229800
2025-11;14;2;158600
2025-11;14;4;175200
2025-11;14;5;184700
2025-11;14;7;198300
2025-11;14;8;205200
2025-11;14;10;238500
2025-11;14;11;255000
2025-11;14;13;184700
2025-11;14;16;211300
2025-11;14;17;218700
2025-11;14;19;1027200
2025-11;14;20;1101300
2025-11;14;22;810400
2025-11;14;23;850900
2025-11;14;25;938400
2025-11;15;1;197400
2025-11;15;3;229400
2025-11;15;4;245400
2025-11;15;6;177900
2025-11;15;7;186700
2025-11;15;9;203700
2025-11;15;10;210800
2025-11;15;12;236000
2025-11;15;15;186300
2025-11;15;16;195600
2025-11;15;18;215900
2025-11;15;19;938300
2025-11;15;21;1002900
2025-11;15;22;1084200
2025-11;15;24;1240600
2025-11;15;25;854000
2025-12;1;1;69600
2025-12;1;2;73200
2025-12;1;4;80500
2025-12;1;5;88300
2025-12;1;8;72200
2025-12;1;10;81400
2025-12;1;11;86500
2025-12;1;13;94600
2025-12;1;14;98600
2025-12;1;16;116500
2025-12;1;17;125500
2025-12;1;19;387500
2025-12;1;20;409500
2025-12;1;22;452600
2025-12;1;23;471400
2025-12;1;25;534000
2025-12;2;1;66700
2025-12;2;3;75300
2025-12;2;4;80200
2025-12;2;7;91800
2025-12;2;9;108500
2025-12;2;10;117100
2025-12;2;12;86300
2025-12;2;13;91200
2025-12;2;15;101000
2025-12;2;16;105300
2025-12;2;18;119400
2025-12;2;19;541600
2025-12;2;21;403800
2025-12;2;22;426600
2025-12;2;24;476300
2025-12;3;2;101700
2025-12;3;3;109900
2025-12;3;6;85800
2025-12;3;8;95200
2025-12;3;9;99300
2025-12;3;11;112900
2025-12;3;12;122000
2025-12;3;14;91100
2025-12;3;15;96300
2025-12;3;17;107700
2025-12;3;18;112100
2025-12;3;20;509600
2025-12;3;21;554200
2025-12;3;23;641500
2025-12;4;1;90300
2025-12;4;2;94400
2025-12;4;5;116100
2025-12;4;7;86900
2025-12;4;8;92000
2025-12;4;10;103000
2025-12;4;11;107400
2025-12;4;13;116300
2025-12;4;14;126600
2025-12;4;16;146700
2025-12;4;17;101600
2025-12;4;19;474800
2025-12;4;20;502200
2025-12;4;22;542600
2025-12;4;25;658800
2025-12;5;1;88400
2025-12;5;4;103500
2025-12;5;6;112200
2025-12;5;7;122300
2025-12;5;9;141900
2025-12;5;10;98300
2025-12;5;12;109600
2025-12;5;13;115900
2025-12;5;15;125500
2025-12;5;16;130300
2025-12;5;18;152600
2025-12;5;19;687500
2025-12;5;21;501300
2025-12;5;24;579000
2025-12;5;25;601000
2025-12;6;3;95700
2025-12;6;5;106800
2025-12;6;6;113000
2025-12;6;8;122500
2025-12;6;9;127300
2025-12;6;11;149200
2025-12;6;12;160100
2025-12;6;14;117000
2025-12;6;15;123100
2025-12;6;17;135300
2025-12;6;18;140500
2025-12;6;20;794900
2025-12;6;23;664700
2025-12;6;24;694500
2025-12;7;2;124800
2025-12;7;4;146400
2025-12;7;5;157200
2025-12;7;7;114900
2025-12;7;8;121100
2025-12;7;10;133100
2025-12;7;11;138300
2025-12;7;13;156000
2025-12;7;14;167900
2025-12;7;16;124400
2025-12;7;17;131100
2025-12;7;19;611600
2025-12;7;22;682700
2025-12;7;23;740200
2025-12;7;25;851900
2025-12;8;1;119100
2025-12;8;3;131100
2025-12;8;4;136300
2025-12;8;6;153800
2025-12;8;7;165600
2025-12;8;9;122900
2025-12;8;10;129600
2025-12;8;12;144000
2025-12;8;13;149600
2025-12;8;15;161000
2025-12;8;16;174600
2025-12;8;18;201100
2025-12;8;21;645300
2025-12;8;22;680600
2025-12;8;24;731600
2025-12;8;25;757700
2025-12;9;2;121100
2025-12;9;3;127700
2025-12;9;5;142100
2025-12;9;6;147700
2025-12;9;8;159000
2025-12;9;9;172600
2025-12;9;11;199000
2025-12;9;12;137400
2025-12;9;14;152200
2025-12;9;15;160600
2025-12;9;17;172800
2025-12;9;20;875100
2025-12;9;21;936700
2025-12;9;23;679700
2025-12;9;24;713700
2025-12;10;1;156300
2025-12;10;2;169800
2025-12;10;4;195900
2025-12;10;5;135400
2025-12;10;7;150000
2025-12;10;8;158400
2025-12;10;10;170400
2025-12;10;11;176700
2025-12;10;13;205900
2025-12;10;14;220400
2025-12;10;16;160000
2025-12;10;19;771700
2025-12;10;20;799500
2025-12;10;22;896200
2025-12;10;23;961900
2025-12;10;25;709200
2025-12;11;1;155000
2025-12;11;3;167100
2025-12;11;4;173300
2025-12;11;6;201900
2025-12;11;7;216300
2025-12;11;9;157200
2025-12;11;10;165200
2025-12;11;12;180700
2025-12;11;13;187300
2025-12;11;15;210000
2025-12;11;18;166400
2025-12;11;19;734600
2025-12;11;21;812300
2025-12;11;22;841500
2025-12;11;24;901200
2025-12;11;25;975200
2025-12;12;2;153100
2025-12;12;3;161000
2025-12;12;5;176200
2025-12;12;6;182600
2025-12;12;8;205000
2025-12;12;9;220200
2025-12;12;11;162500
2025-12;12;12;170900
2025-12;12;14;189200
2025-12;12;17;210000
2025-12;12;18;227400
2025-12;12;20;1095300
2025-12;12;21;754800
2025-12;12;23;831900
2025-12;12;24;875800
2025-12;13;1;198200
2025-12;13;2;213000
2025-12;13;4;157400
2025-12;13;5;165600
2025-12;13;7;183300
2025-12;13;8;190000
2025-12;13;10;203800
2025-12;13;11;220600
2025-12;13;13;253300
2025-12;13;16;192500
2025-12;13;17;202700
2025-12;13;19;912400
2025-12;13;20;943500
2025-12;13;22;1094300
2025-12;13;23;1169300
2025-12;13;25;845600
2025-12;14;1;182600
2025-12;14;3;195900
2025-12;14;4;212200
2025-12;14;6;243700
2025-12;14;7;168000
2025-12;14;9;185400
2025-12;14;10;195300
2025-12;14;12;209400
2025-12;14;15;251400
2025-12;14;16;268600
2025-12;14;18;194400
2025-12;14;19;856100
2025-12;14;21;932500
2025-12;14;22;964400
2025-12;14;24;1077700
2025-12;14;25;1154900
2025-12;15;2;177100
2025-12;15;3;186600
2025-12;15;5;200200
2025-12;15;6;207100
2025-12;15;8;240500
2025-12;15;9;257200
2025-12;15;11;186200
2025-12;15;14;212700
2025-12;15;15;220100
2025-12;15;17;246100
2025-12;15;18;263800
2025-12;15;20;814800
2025-12;15;21;855200
2025-12;15;23;942700
2025-12;15;24;975200
2026-01;1;1;56300
2026-01;1;3;43700
2026-01;1;4;47000
2026-01;1;7;57300
2026-01;1;9;63700
2026-01;1;10;70300
2026-01;1;12;83400
2026-01;1;13;58400
2026-01;1;15;66300
2026-01;1;16;70800
2026-01;1;18;78000
2026-01;1;19;343100
2026-01;1;21;407800
2026-01;1;22;440900
2026-01;1;24;326000
2026-01;2;2;58000
2026-01;2;3;64100
2026-01;2;6;53600
2026-01;2;8;61100
2026-01;2;9;65400
2026-01;2;11;72200
2026-01;2;12;75800
2026-01;2;14;90300
2026-01;2;15;97800
2026-01;2;17;72500
2026-01;2;18;76900
2026-01;2;20;359900
2026-01;2;21;376300
2026-01;2;23;429200
2026-01;3;1;56500
2026-01;3;2;60500
2026-01;3;5;70500
2026-01;3;7;84500
2026-01;3;8;91600
2026-01;3;10;68100
2026-01;3;11;72400
2026-01;3;13;80800
2026-01;3;14;84600
2026-01;3;16;96700
2026-01;3;17;104700
2026-01;3;19;330300
2026-01;3;20;350200
2026-01;3;22;393400
2026-01;3;25;446300
2026-01;4;1;86100
2026-01;4;4;68400
2026-01;4;6;76500
2026-01;4;7;80300
2026-01;4;9;92000
2026-01;4;10;99800
2026-01;4;12;75100
2026-01;4;13;79700
2026-01;4;15;89700
2026-01;4;16;93700
2026-01;4;18;102100
2026-01;4;19;467700
2026-01;4;21;544400
2026-01;4;24;422100
2026-01;4;25;447400
2026-01;5;3;95400
2026-01;5;5;72000
2026-01;5;6;76500
2026-01;5;8;86300
2026-01;5;9;90200
2026-01;5;11;98500
2026-01;5;12;107500
2026-01;5;14;125500
2026-01;5;15;87100
2026-01;5;17;97600
2026-01;5;18;103400
2026-01;5;20;573700
2026-01;5;23;683700
2026-01;5;24;728600
2026-01;6;2;87100
2026-01;6;4;95200
2026-01;6;5;104000
2026-01;6;7;121600
2026-01;6;8;84600
2026-01;6;10;94900
2026-01;6;11;100700
2026-01;6;13;109500
2026-01;6;14;114100
2026-01;6;16;134200
2026-01;6;17;144400
2026-01;6;19;444500
2026-01;6;22;516800
2026-01;6;23;537500
2026-01;6;25;607300
2026-01;7;1;82000
2026-01;7;3;92100
2026-01;7;4;97900
2026-01;7;6;106700
2026-01;7;7;111300
2026-01;7;9;131100
2026-01;7;10;141100
2026-01;7;12;103600
2026-01;7;13;109400
2026-01;7;15;120700
2026-01;7;16;125700
2026-01;7;18;142100
2026-01;7;21;478500
2026-01;7;22;505000
2026-01;7;24;562400
2026-01;7;25;584700
2026-01;8;2;127600
2026-01;8;3;137500
2026-01;8;5;101000
2026-01;8;6;106800
2026-01;8;8;118000
2026-01;8;9;123000
2026-01;8;11;139300
2026-01;8;12;150300
2026-01;8;14;111900
2026-01;8;15;118100
2026-01;8;17;131700
2026-01;8;20;621100
2026-01;8;21;674700
2026-01;8;23;779200
2026-01;8;24;538700
2026-01;9;1;114700
2026-01;9;2;119600
2026-01;9;4;135600
2026-01;9;5;146500
2026-01;9;7;109200
2026-01;9;8;115400
2026-01;9;10;128800
2026-01;9;11;134100
2026-01;9;13;144900
2026-01;9;14;157500
2026-01;9;16;182100
2026-01;9;19;587300
2026-01;9;20;620500
2026-01;9;22;669100
2026-01;9;23;694100
2026-01;9;25;809900
2026-01;10;1;111900
2026-01;10;3;125000
2026-01;10;4;130200
2026-01;10;6;141000
2026-01;10;7;153200
2026-01;10;9;177400
2026-01;10;10;122800
2026-01;10;12;136400
2026-01;10;13;144200
2026-01;10;15;155800
2026-01;10;18;188700
2026-01;10;19;849700
2026-01;10;21;618400
2026-01;10;22;650300
2026-01;10;24;712300
2026-01;10;25;738800
2026-01;11;2;171200
2026-01;11;3;118600
2026-01;11;5;132000
2026-01;11;6;139600
2026-01;11;8;150900
2026-01;11;9;156600
2026-01;11;11;183100
2026-01;11;12;196400
2026-01;11;14;143000
2026-01;11;17;165000
2026-01;11;18;171200
2026-01;11;20;808200
2026-01;11;21;868700
2026-01;11;23;642200
2026-01;11;24;675900
2026-01;12;1;144700
2026-01;12;2;150400
2026-01;12;4;175900
2026-01;12;5;188700
2026-01;12;7;137700
2026-01;12;8;144900
2026-01;12;10;159000
2026-01;12;11;165000
2026-01;12;13;185700
2026-01;12;16;147700
2026-01;12;17;155600
2026-01;12;19;724300
2026-01;12;20;751300
2026-01;12;22;806600
2026-01;12;23;873900
2026-01;12;25;1004200
2026-01;13;1;138200
2026-01;13;3;151800
2026-01;13;4;157600
2026-01;13;6;177500
2026-01;13;7;191000
2026-01;13;9;141400
2026-01;13;10;148900
2026-01;13;12;165300
2026-01;13;15;184200
2026-01;13;16;199700
2026-01;13;18;229700
2026-01;13;19;665600
2026-01;13;21;735200
2026-01;13;22;774900
2026-01;13;24;831800
2026-01;13;25;860900
2026-01;14;2;134200
2026-01;14;3;141400
2026-01;14;5;157000
2026-01;14;6;163000
2026-01;14;8;175200
2026-01;14;9;190100
2026-01;14;11;218700
2026-01;14;14;166900
2026-01;14;15;176000
2026-01;14;17;189000
2026-01;14;18;195700
2026-01;14;20;955500
2026-01;14;21;1022000
2026-01;14;23;740600
2026-01;14;24;777200
2026-01;15;1;165500
2026-01;15;2;179500
2026-01;15;4;206800
2026-01;15;5;142800
2026-01;15;7;158000
2026-01;15;8;166600
2026-01;15;10;179100
2026-01;15;13;215700
2026-01;15;14;230800
2026-01;15;16;167500
2026-01;15;17;175800
2026-01;15;19;805800
2026-01;15;20;834200
2026-01;15;22;934000
2026-01;15;23;1001900
2026-01;15;25;737800
2026-02;1;2;50600
2026-02;1;3;53700
2026-02;1;6;68700
2026-02;1;8;52500
2026-02;1;9;56200
2026-02;1;11;64200
2026-02;1;12;67600
2026-02;1;14;74500
2026-02;1;15;81800
2026-02;1;17;96300
2026-02;1;18;67200
2026-02;1;20;318400
2026-02;1;21;339000
2026-02;1;23;371100
2026-02;2;1;48200
2026-02;2;2;51700
2026-02;2;5;62600
2026-02;2;7;69300
2026-02;2;8;76200
2026-02;2;10;90100
2026-02;2;11;63000
2026-02;2;13;71200
2026-02;2;14;76000
2026-02;2;16;83300
2026-02;2;17;87200
2026-02;2;19;434000
2026-02;2;20;468600
2026-02;2;22;345600
2026-02;2;25;405800
2026-02;3;1;71200
2026-02;3;4;59200
2026-02;3;6;67200
2026-02;3;7;71800
2026-02;3;9;79100
2026-02;3;10;82800
2026-02;3;12;98300
2026-02;3;13;106300
2026-02;3;15;78600
2026-02;3;16;83300
2026-02;3;18;92500
2026-02;3;19;406000
2026-02;3;21;462000
2026-02;3;24;373500
2026-02;3;25;395200
2026-02;4;3;78800
2026-02;4;5;93900
2026-02;4;6;101700
2026-02;4;8;75400
2026-02;4;9;80000
2026-02;4;11;89100
2026-02;4;12;93100
2026-02;4;14;106200
2026-02;4;15;115000
2026-02;4;17;86100
2026-02;4;18;91200
2026-02;4;20;526700
2026-02;4;23;588100
2026-02;4;24;632900
2026-02;5;2;76800
2026-02;5;4;85800
2026-02;5;5;89800
2026-02;5;7;102700
2026-02;5;8;111300
2026-02;5;10;83500
2026-02;5;11;88500
2026-02;5;13;99400
2026-02;5;14;103800
2026-02;5;16;112800
2026-02;5;17;122900
2026-02;5;19;599900
2026-02;5;22;464000
2026-02;5;23;491300
2026-02;5;25;532100
2026-02;6;1;107500
2026-02;6;3;80800
2026-02;6;4;85800
2026-02;6;6;96600
2026-02;6;7;101000
2026-02;6;9;109900
2026-02;6;10;119800
2026-02;6;12;139500
2026-02;6;13;96800
2026-02;6;15;108200
2026-02;6;16;114700
2026-02;6;18;124300
2026-02;6;21;637000
2026-02;6;22;684300
2026-02;6;24;500000
2026-02;6;25;526800
2026-02;7;2;106700
2026-02;7;3;116500
2026-02;7;5;135800
2026-02;7;6;94300
2026-02;7;8;105600
2026-02;7;9;111900
2026-02;7;11;121600
2026-02;7;12;126500
2026-02;7;14;148600
2026-02;7;15;159800
2026-02;7;17;116900
2026-02;7;20;569800
2026-02;7;21;592300
2026-02;7;23;668300
2026-02;7;24;719600
2026-02;8;1;102300
2026-02;8;2;108600
2026-02;8;4;118200
2026-02;8;5;123100
2026-02;8;7;144800
2026-02;8;8;155900
2026-02;8;10;114200
2026-02;8;11;120400
2026-02;8;13;132700
2026-02;8;14;138100
2026-02;8;16;156000
2026-02;8;19;524100
2026-02;8;20;552800
2026-02;8;22;614900
2026-02;8;23;638900
2026-02;8;25;688100
2026-02;9;1;150700
2026-02;9;3;110600
2026-02;9;4;116700
2026-02;9;6;128900
2026-02;9;7;134100
2026-02;9;9;151600
2026-02;9;10;163500
2026-02;9;12;121600
2026-02;9;13;128300
2026-02;9;15;142900
2026-02;9;18;160100
2026-02;9;19;730100
2026-02;9;21;842400
2026-02;9;22;582100
2026-02;9;24;645000
2026-02;9;25;680700
2026-02;10;2;146200
2026-02;10;3;157700
2026-02;10;5;117400
2026-02;10;6;124000
2026-02;10;8;138200
2026-02;10;9;143800
2026-02;10;11;155200
2026-02;10;12;168600
2026-02;10;14;194700
2026-02;10;17;149200
2026-02;10;18;157500
2026-02;10;20;713000
2026-02;10;21;739200
2026-02;10;23;861700
2026-02;10;24;923000
2026-02;11;1;132400
2026-02;11;2;137800
2026-02;11;4;148800
2026-02;11;5;161700
2026-02;11;7;187000
2026-02;11;8;129300
2026-02;11;10;143600
2026-02;11;11;151700
2026-02;11;13;163600
2026-02;11;16;198000
2026-02;11;17;212200
2026-02;11;19;648100
2026-02;11;20;681100
2026-02;11;22;745500
2026-02;11;23;772800
2026-02;11;25;867300
2026-02;12;1;123200
2026-02;12;3;136900
2026-02;12;4;144700
2026-02;12;6;156300
2026-02;12;7;162100
2026-02;12;9;189300
2026-02;12;10;203000
2026-02;12;12;147700
2026-02;12;15;170100
2026-02;12;16;176500
2026-02;12;18;198100
2026-02;12;19;894200
2026-02;12;21;660600
2026-02;12;22;694900
2026-02;12;24;769200
2026-02;12;25;797300
2026-02;13;2;179500
2026-02;13;3;192400
2026-02;13;5;140200
2026-02;13;6;147500
2026-02;13;8;161700
2026-02;13;9;167700
2026-02;13;11;188500
2026-02;13;14;149800
2026-02;13;15;157600
2026-02;13;17;174600
2026-02;13;18;181100
2026-02;13;20;815800
2026-02;13;21;883600
2026-02;13;23;1014700
2026-02;13;24;699600
2026-02;14;1;152400
2026-02;14;2;158300
2026-02;14;4;178100
2026-02;14;5;191500
2026-02;14;7;141600
2026-02;14;8;149100
2026-02;14;10;165300
2026-02;14;13;184100
2026-02;14;14;199500
2026-02;14;16;229200
2026-02;14;17;158100
2026-02;14;19;732900
2026-02;14;20;772200
2026-02;14;22;828400
2026-02;14;23;857100
2026-02;14;25;995100
2026-02;15;1;140300
2026-02;15;3;155700
2026-02;15;4;161600
2026-02;15;6;173600
2026-02;15;7;188200
2026-02;15;9;216300
2026-02;15;12;164900
2026-02;15;13;173700
2026-02;15;15;186600
2026-02;15;16;193000
2026-02;15;18;224300
2026-02;15;19;1007200
2026-02;15;21;729400
2026-02;15;22;765300
2026-02;15;24;834300
2026-02;15;25;863200
2026-03;1;1;61300
2026-03;1;2;67000
2026-03;1;5;54200
2026-03;1;7;61400
2026-03;1;8;64700
2026-03;1;10;74800
2026-03;1;11;81600
2026-03;1;13;61900
2026-03;1;14;66000
2026-03;1;16;74800
2026-03;1;17;78400
2026-03;1;19;360800
2026-03;1;20;394800
2026-03;1;22;462200
2026-03;1;25;361200
2026-03;2;1;60100
2026-03;2;4;76300
2026-03;2;6;58100
2026-03;2;7;62000
2026-03;2;9;70600
2026-03;2;10;74100
2026-03;2;12;81500
2026-03;2;13;89300
2026-03;2;15;104800
2026-03;2;16;73000
2026-03;2;18;82200
2026-03;2;19;367000
2026-03;2;21;400800
2026-03;2;24;493500
2026-03;2;25;531600
2026-03;3;3;70200
2026-03;3;5;77500
2026-03;3;6;85000
2026-03;3;8;100000
2026-03;3;9;69800
2026-03;3;11;78800
2026-03;3;12;83900
2026-03;3;14;91800
2026-03;3;15;95900
2026-03;3;17;113400
2026-03;3;18;122300
2026-03;3;20;471200
2026-03;3;23;540400
2026-03;3;24;560700
2026-03;4;2;66800
2026-03;4;4;75600
2026-03;4;5;80600
2026-03;4;7;88500
2026-03;4;8;92600
2026-03;4;10;109700
2026-03;4;11;118400
2026-03;4;13;87400
2026-03;4;14;92400
2026-03;4;16;102500
2026-03;4;17;107000
2026-03;4;19;510300
2026-03;4;22;411400
2026-03;4;23;435000
2026-03;4;25;486200
2026-03;5;1;89100
2026-03;5;3;105900
2026-03;5;4;114500
2026-03;5;6;84700
2026-03;5;7;89700
2026-03;5;9;99700
2026-03;5;10;104000
2026-03;5;12;118400
2026-03;5;13;128000
2026-03;5;15;95700
2026-03;5;16;101300
2026-03;5;18;113400
2026-03;5;21;537300
2026-03;5;22;584600
2026-03;5;24;677400
2026-03;5;25;469000
2026-03;6;2;96400
2026-03;6;3;100800
2026-03;6;5;114900
2026-03;6;6;124400
2026-03;6;8;93100
2026-03;6;9;98700
2026-03;6;11;110700
2026-03;6;12;115400
2026-03;6;14;125200
2026-03;6;15;136300
2026-03;6;17;158100
2026-03;6;20;512500
2026-03;6;21;542300
2026-03;6;23;586600
2026-03;6;24;609300
2026-03;7;1;90100
2026-03;7;2;95500
2026-03;7;4;107300
2026-03;7;5;112000
2026-03;7;7;121700
2026-03;7;8;132600
2026-03;7;10;154100
2026-03;7;11;106900
2026-03;7;13;119100
2026-03;7;14;126200
2026-03;7;16;136700
2026-03;7;19;698900
2026-03;7;20;750300
2026-03;7;22;547600
2026-03;7;23;576600
2026-03;7;25;633200
2026-03;8;1;128000
2026-03;8;3;148900
2026-03;8;4;103400
2026-03;8;6;115500
2026-03;8;7;122300
2026-03;8;9;132700
2026-03;8;10;138000
2026-03;8;12;161800
2026-03;8;13;173900
2026-03;8;15;127100
2026-03;8;18;147200
2026-03;8;19;642100
2026-03;8;21;723600
2026-03;8;22;778700
2026-03;8;24;577100
2026-03;8;25;608000
2026-03;9;2;127600
2026-03;9;3;132800
2026-03;9;5;156000
2026-03;9;6;167700
2026-03;9;8;122700
2026-03;9;9;129400
2026-03;9;11;142400
2026-03;9;12;148000
2026-03;9;14;167000
2026-03;9;17;133300
2026-03;9;18;140500
2026-03;9;20;656000
2026-03;9;21;681300
2026-03;9;23;733100
2026-03;9;24;795100
2026-03;10;1;117300
2026-03;10;2;123800
2026-03;10;4;136400
2026-03;10;5;141800
2026-03;10;7;160200
2026-03;10;8;172600
2026-03;10;10;128100
2026-03;10;11;135100
2026-03;10;13;150400
2026-03;10;16;168200
2026-03;10;17;182600
2026-03;10;19;883800
2026-03;10;20;610400
2026-03;10;22;675600
2026-03;10;23;712900
2026-03;10;25;766700
2026-03;11;1;164100
2026-03;11;3;122000
2026-03;11;4;128700
2026-03;11;6;143400
2026-03;11;7;149100
2026-03;11;9;160600
2026-03;11;10;174400
2026-03;11;12;201200
2026-03;11;15;154000
2026-03;11;16;162600
2026-03;11;18;175000
2026-03;11;19;761700
2026-03;11;21;887300
2026-03;11;22;949900
2026-03;11;24;689600
2026-03;11;25;724400
2026-03;12;2;152000
2026-03;12;3;165100
2026-03;12;5;190600
2026-03;12;6;131800
2026-03;12;8;146200
2026-03;12;9;154300
2026-03;12;11;166400
2026-03;12;14;201000
2026-03;12;15;215300
2026-03;12;17;156400
2026-03;12;18;164300
2026-03;12;20;754800
2026-03;12;21;782100
2026-03;12;23;877200
2026-03;12;24;941800
2026-03;13;1;137700
2026-03;13;2;145500
2026-03;13;4;156900
2026-03;13;5;162700
2026-03;13;7;189800
2026-03;13;8;203500
2026-03;13;10;147900
2026-03;13;13;170100
2026-03;13;14;176400
2026-03;13;16;197900
2026-03;13;17;212700
2026-03;13;19;659100
2026-03;13;20;693100
2026-03;13;22;766800
2026-03;13;23;794500
2026-03;13;25;851200
2026-03;14;1;191300
2026-03;14;3;139200
2026-03;14;4;146300
2026-03;14;6;160300
2026-03;14;7;166200
2026-03;14;9;186700
2026-03;14;12;148100
2026-03;14;13;155800
2026-03;14;15;172500
2026-03;14;16;178800
2026-03;14;18;191700
2026-03;14;19;871600
2026-03;14;21;1000300
2026-03;14;22;689500
2026-03;14;24;760200
2026-03;14;25;800400
2026-03;15;2;175500
2026-03;15;3;188700
2026-03;15;5;139500
2026-03;15;6;146800
2026-03;15;8;162600
2026-03;15;11;180900
2026-03;15;12;195900
2026-03;15;14;224900
2026-03;15;15;155100
2026-03;15;17;171100
2026-03;15;18;180200
2026-03;15;20;811400
2026-03;15;21;839200
2026-03;15;23;973800
2026-03;15;24;1040800
2026-04;1;1;52700
2026-04;1;4;62200
2026-04;1;6;74900
2026-04;1;7;81500
2026-04;1;9;60900
2026-04;1;10;64900
2026-04;1;12;72900
2026-04;1;13;76500
2026-04;1;15;87900
2026-04;1;16;95400
2026-04;1;18;72000
2026-04;1;19;321000
2026-04;1;21;362000
2026-04;1;24;412800
2026-04;1;25;450600
2026-04;2;3;61300
2026-04;2;5;69100
2026-04;2;6;72500
2026-04;2;8;83700
2026-04;2;9;90900
2026-04;2;11;68800
2026-04;2;12;73100
2026-04;2;14;82700
2026-04;2;15;86600
2026-04;2;17;94700
2026-04;2;18;103400
2026-04;2;20;595800
2026-04;2;23;488500
2026-04;2;24;514300
2026-04;3;2;86600
2026-04;3;4;65800
2026-04;3;5;70100
2026-04;3;7;79400
2026-04;3;8;83300
2026-04;3;10;91200
2026-04;3;11;99800
2026-04;3;13;116800
2026-04;3;14;81300
2026-04;3;16;91300
2026-04;3;17;97000
2026-04;3;19;443700
2026-04;3;22;544800
2026-04;3;23;586400
2026-04;3;25;430100
2026-04;4;1;79900
